Date,Location,Category,Dollar Value ('000s')
2024-03-01,Saskatchewan,Processed food and beverages,59538
2017-01-01,Alberta,Live animals or animal products,9208
2017-02-01,Alberta,Live animals or animal products,9983
2017-03-01,Alberta,Live animals or animal products,9299
2017-04-01,Alberta,Live animals or animal products,9230
2017-05-01,Alberta,Live animals or animal products,10563
2017-06-01,Alberta,Live animals or animal products,9600
2017-07-01,Alberta,Live animals or animal products,8580
2017-08-01,Alberta,Live animals or animal products,7145
2017-09-01,Alberta,Live animals or animal products,13250
2017-10-01,Alberta,Live animals or animal products,36226
2017-11-01,Alberta,Live animals or animal products,36427
2017-12-01,Alberta,Live animals or animal products,18913
2018-01-01,Alberta,Live animals or animal products,7951
2018-02-01,Alberta,Live animals or animal products,6768
2018-03-01,Alberta,Live animals or animal products,10159
2018-04-01,Alberta,Live animals or animal products,8023
2018-05-01,Alberta,Live animals or animal products,11333
2018-06-01,Alberta,Live animals or animal products,9986
2018-07-01,Alberta,Live animals or animal products,9690
2018-08-01,Alberta,Live animals or animal products,9377
2018-09-01,Alberta,Live animals or animal products,17956
2018-10-01,Alberta,Live animals or animal products,32819
2018-11-01,Alberta,Live animals or animal products,19201
2018-12-01,Alberta,Live animals or animal products,10444
2019-01-01,Alberta,Live animals or animal products,12316
2019-02-01,Alberta,Live animals or animal products,7395
2019-03-01,Alberta,Live animals or animal products,9208
2019-04-01,Alberta,Live animals or animal products,10413
2019-05-01,Alberta,Live animals or animal products,13407
2019-06-01,Alberta,Live animals or animal products,9048
2019-07-01,Alberta,Live animals or animal products,11514
2019-08-01,Alberta,Live animals or animal products,16686
2019-09-01,Alberta,Live animals or animal products,26666
2019-10-01,Alberta,Live animals or animal products,40039
2019-11-01,Alberta,Live animals or animal products,29421
2019-12-01,Alberta,Live animals or animal products,16430
2020-01-01,Alberta,Live animals or animal products,16638
2020-02-01,Alberta,Live animals or animal products,11401
2020-03-01,Alberta,Live animals or animal products,8885
2020-04-01,Alberta,Live animals or animal products,15986
2020-05-01,Alberta,Live animals or animal products,29182
2020-06-01,Alberta,Live animals or animal products,11483
2020-07-01,Alberta,Live animals or animal products,10585
2020-08-01,Alberta,Live animals or animal products,14544
2020-09-01,Alberta,Live animals or animal products,25982
2020-10-01,Alberta,Live animals or animal products,29436
2020-11-01,Alberta,Live animals or animal products,26595
2020-12-01,Alberta,Live animals or animal products,16933
2021-01-01,Alberta,Live animals or animal products,18739
2021-02-01,Alberta,Live animals or animal products,26275
2021-03-01,Alberta,Live animals or animal products,43086
2021-04-01,Alberta,Live animals or animal products,36004
2021-05-01,Alberta,Live animals or animal products,27346
2021-06-01,Alberta,Live animals or animal products,30755
2021-07-01,Alberta,Live animals or animal products,30099
2021-08-01,Alberta,Live animals or animal products,25534
2021-09-01,Alberta,Live animals or animal products,31457
2021-10-01,Alberta,Live animals or animal products,34590
2021-11-01,Alberta,Live animals or animal products,22471
2021-12-01,Alberta,Live animals or animal products,11510
2022-01-01,Alberta,Live animals or animal products,17655
2022-02-01,Alberta,Live animals or animal products,9271
2022-03-01,Alberta,Live animals or animal products,14488
2022-04-01,Alberta,Live animals or animal products,23582
2022-05-01,Alberta,Live animals or animal products,26407
2022-06-01,Alberta,Live animals or animal products,18893
2022-07-01,Alberta,Live animals or animal products,17332
2022-08-01,Alberta,Live animals or animal products,21568
2022-09-01,Alberta,Live animals or animal products,36674
2022-10-01,Alberta,Live animals or animal products,60535
2022-11-01,Alberta,Live animals or animal products,43249
2022-12-01,Alberta,Live animals or animal products,33828
2023-01-01,Alberta,Live animals or animal products,32519
2023-02-01,Alberta,Live animals or animal products,26719
2023-03-01,Alberta,Live animals or animal products,20394
2023-04-01,Alberta,Live animals or animal products,22992
2023-05-01,Alberta,Live animals or animal products,21191
2023-06-01,Alberta,Live animals or animal products,31692
2023-07-01,Alberta,Live animals or animal products,31338
2023-08-01,Alberta,Live animals or animal products,18691
2023-09-01,Alberta,Live animals or animal products,46541
2023-10-01,Alberta,Live animals or animal products,48014
2023-11-01,Alberta,Live animals or animal products,26606
2023-12-01,Alberta,Live animals or animal products,23990
2024-01-01,Alberta,Live animals or animal products,20065
2024-02-01,Alberta,Live animals or animal products,34421
2024-03-01,Alberta,Live animals or animal products,44607
2017-01-01,Alberta,Vegetable products,52144
2017-02-01,Alberta,Vegetable products,48893
2017-03-01,Alberta,Vegetable products,82584
2017-04-01,Alberta,Vegetable products,74249
2017-05-01,Alberta,Vegetable products,90615
2017-06-01,Alberta,Vegetable products,95656
2017-07-01,Alberta,Vegetable products,78260
2017-08-01,Alberta,Vegetable products,64297
2017-09-01,Alberta,Vegetable products,66730
2017-10-01,Alberta,Vegetable products,68760
2017-11-01,Alberta,Vegetable products,69941
2017-12-01,Alberta,Vegetable products,60213
2018-01-01,Alberta,Vegetable products,54289
2018-02-01,Alberta,Vegetable products,53882
2018-03-01,Alberta,Vegetable products,68294
2018-04-01,Alberta,Vegetable products,70212
2018-05-01,Alberta,Vegetable products,85066
2018-06-01,Alberta,Vegetable products,95437
2018-07-01,Alberta,Vegetable products,81021
2018-08-01,Alberta,Vegetable products,67301
2018-09-01,Alberta,Vegetable products,73896
2018-10-01,Alberta,Vegetable products,76687
2018-11-01,Alberta,Vegetable products,84592
2018-12-01,Alberta,Vegetable products,73293
2019-01-01,Alberta,Vegetable products,70210
2019-02-01,Alberta,Vegetable products,50037
2019-03-01,Alberta,Vegetable products,79489
2019-04-01,Alberta,Vegetable products,71114
2019-05-01,Alberta,Vegetable products,86142
2019-06-01,Alberta,Vegetable products,88135
2019-07-01,Alberta,Vegetable products,87273
2019-08-01,Alberta,Vegetable products,72682
2019-09-01,Alberta,Vegetable products,67115
2019-10-01,Alberta,Vegetable products,68161
2019-11-01,Alberta,Vegetable products,66207
2019-12-01,Alberta,Vegetable products,55668
2020-01-01,Alberta,Vegetable products,61592
2020-02-01,Alberta,Vegetable products,57531
2020-03-01,Alberta,Vegetable products,83457
2020-04-01,Alberta,Vegetable products,62269
2020-05-01,Alberta,Vegetable products,85529
2020-06-01,Alberta,Vegetable products,77534
2020-07-01,Alberta,Vegetable products,80104
2020-08-01,Alberta,Vegetable products,71171
2020-09-01,Alberta,Vegetable products,64534
2020-10-01,Alberta,Vegetable products,69644
2020-11-01,Alberta,Vegetable products,66625
2020-12-01,Alberta,Vegetable products,60798
2021-01-01,Alberta,Vegetable products,65891
2021-02-01,Alberta,Vegetable products,58595
2021-03-01,Alberta,Vegetable products,72327
2021-04-01,Alberta,Vegetable products,75363
2021-05-01,Alberta,Vegetable products,87929
2021-06-01,Alberta,Vegetable products,91286
2021-07-01,Alberta,Vegetable products,84734
2021-08-01,Alberta,Vegetable products,73126
2021-09-01,Alberta,Vegetable products,74041
2021-10-01,Alberta,Vegetable products,81190
2021-11-01,Alberta,Vegetable products,121009
2021-12-01,Alberta,Vegetable products,147264
2022-01-01,Alberta,Vegetable products,125168
2022-02-01,Alberta,Vegetable products,117342
2022-03-01,Alberta,Vegetable products,141348
2022-04-01,Alberta,Vegetable products,114349
2022-05-01,Alberta,Vegetable products,160848
2022-06-01,Alberta,Vegetable products,130859
2022-07-01,Alberta,Vegetable products,114543
2022-08-01,Alberta,Vegetable products,103367
2022-09-01,Alberta,Vegetable products,72102
2022-10-01,Alberta,Vegetable products,77941
2022-11-01,Alberta,Vegetable products,72377
2022-12-01,Alberta,Vegetable products,86536
2023-01-01,Alberta,Vegetable products,72203
2023-02-01,Alberta,Vegetable products,78644
2023-03-01,Alberta,Vegetable products,76985
2023-04-01,Alberta,Vegetable products,86137
2023-05-01,Alberta,Vegetable products,91503
2023-06-01,Alberta,Vegetable products,103300
2023-07-01,Alberta,Vegetable products,92252
2023-08-01,Alberta,Vegetable products,83895
2023-09-01,Alberta,Vegetable products,93456
2023-10-01,Alberta,Vegetable products,104727
2023-11-01,Alberta,Vegetable products,113206
2023-12-01,Alberta,Vegetable products,93588
2024-01-01,Alberta,Vegetable products,81239
2024-02-01,Alberta,Vegetable products,66346
2024-03-01,Alberta,Vegetable products,98757
2017-01-01,Alberta,Animal or vegetable oils,1809
2017-02-01,Alberta,Animal or vegetable oils,1506
2017-03-01,Alberta,Animal or vegetable oils,2028
2017-04-01,Alberta,Animal or vegetable oils,2386
2017-05-01,Alberta,Animal or vegetable oils,1964
2017-06-01,Alberta,Animal or vegetable oils,1776
2017-07-01,Alberta,Animal or vegetable oils,2437
2017-08-01,Alberta,Animal or vegetable oils,2100
2017-09-01,Alberta,Animal or vegetable oils,1916
2017-10-01,Alberta,Animal or vegetable oils,1941
2017-11-01,Alberta,Animal or vegetable oils,2081
2017-12-01,Alberta,Animal or vegetable oils,1097
2018-01-01,Alberta,Animal or vegetable oils,1375
2018-02-01,Alberta,Animal or vegetable oils,1151
2018-03-01,Alberta,Animal or vegetable oils,1560
2018-04-01,Alberta,Animal or vegetable oils,1691
2018-05-01,Alberta,Animal or vegetable oils,1704
2018-06-01,Alberta,Animal or vegetable oils,1505
2018-07-01,Alberta,Animal or vegetable oils,1790
2018-08-01,Alberta,Animal or vegetable oils,1685
2018-09-01,Alberta,Animal or vegetable oils,1957
2018-10-01,Alberta,Animal or vegetable oils,2239
2018-11-01,Alberta,Animal or vegetable oils,1858
2018-12-01,Alberta,Animal or vegetable oils,2124
2019-01-01,Alberta,Animal or vegetable oils,1771
2019-02-01,Alberta,Animal or vegetable oils,1501
2019-03-01,Alberta,Animal or vegetable oils,2412
2019-04-01,Alberta,Animal or vegetable oils,2125
2019-05-01,Alberta,Animal or vegetable oils,1145
2019-06-01,Alberta,Animal or vegetable oils,997
2019-07-01,Alberta,Animal or vegetable oils,910
2019-08-01,Alberta,Animal or vegetable oils,1037
2019-09-01,Alberta,Animal or vegetable oils,795
2019-10-01,Alberta,Animal or vegetable oils,1170
2019-11-01,Alberta,Animal or vegetable oils,973
2019-12-01,Alberta,Animal or vegetable oils,1112
2020-01-01,Alberta,Animal or vegetable oils,775
2020-02-01,Alberta,Animal or vegetable oils,1397
2020-03-01,Alberta,Animal or vegetable oils,1378
2020-04-01,Alberta,Animal or vegetable oils,1105
2020-05-01,Alberta,Animal or vegetable oils,1042
2020-06-01,Alberta,Animal or vegetable oils,896
2020-07-01,Alberta,Animal or vegetable oils,1629
2020-08-01,Alberta,Animal or vegetable oils,1049
2020-09-01,Alberta,Animal or vegetable oils,1302
2020-10-01,Alberta,Animal or vegetable oils,924
2020-11-01,Alberta,Animal or vegetable oils,1555
2020-12-01,Alberta,Animal or vegetable oils,1116
2021-01-01,Alberta,Animal or vegetable oils,1553
2021-02-01,Alberta,Animal or vegetable oils,941
2021-03-01,Alberta,Animal or vegetable oils,1407
2021-04-01,Alberta,Animal or vegetable oils,828
2021-05-01,Alberta,Animal or vegetable oils,939
2021-06-01,Alberta,Animal or vegetable oils,1284
2021-07-01,Alberta,Animal or vegetable oils,994
2021-08-01,Alberta,Animal or vegetable oils,1221
2021-09-01,Alberta,Animal or vegetable oils,1516
2021-10-01,Alberta,Animal or vegetable oils,1446
2021-11-01,Alberta,Animal or vegetable oils,1149
2021-12-01,Alberta,Animal or vegetable oils,1148
2022-01-01,Alberta,Animal or vegetable oils,1908
2022-02-01,Alberta,Animal or vegetable oils,2117
2022-03-01,Alberta,Animal or vegetable oils,3443
2022-04-01,Alberta,Animal or vegetable oils,1515
2022-05-01,Alberta,Animal or vegetable oils,1601
2022-06-01,Alberta,Animal or vegetable oils,598
2022-07-01,Alberta,Animal or vegetable oils,1881
2022-08-01,Alberta,Animal or vegetable oils,3061
2022-09-01,Alberta,Animal or vegetable oils,4006
2022-10-01,Alberta,Animal or vegetable oils,2284
2022-11-01,Alberta,Animal or vegetable oils,2163
2022-12-01,Alberta,Animal or vegetable oils,2267
2023-01-01,Alberta,Animal or vegetable oils,777
2023-02-01,Alberta,Animal or vegetable oils,1319
2023-03-01,Alberta,Animal or vegetable oils,2121
2023-04-01,Alberta,Animal or vegetable oils,1682
2023-05-01,Alberta,Animal or vegetable oils,1218
2023-06-01,Alberta,Animal or vegetable oils,1187
2023-07-01,Alberta,Animal or vegetable oils,1229
2023-08-01,Alberta,Animal or vegetable oils,690
2023-09-01,Alberta,Animal or vegetable oils,9911
2023-10-01,Alberta,Animal or vegetable oils,2079
2023-11-01,Alberta,Animal or vegetable oils,1030
2023-12-01,Alberta,Animal or vegetable oils,366
2024-01-01,Alberta,Animal or vegetable oils,1260
2024-02-01,Alberta,Animal or vegetable oils,380
2024-03-01,Alberta,Animal or vegetable oils,658
2017-01-01,Alberta,Processed food and beverages,77386
2017-02-01,Alberta,Processed food and beverages,70259
2017-03-01,Alberta,Processed food and beverages,83946
2017-04-01,Alberta,Processed food and beverages,78151
2017-05-01,Alberta,Processed food and beverages,83502
2017-06-01,Alberta,Processed food and beverages,78408
2017-07-01,Alberta,Processed food and beverages,84234
2017-08-01,Alberta,Processed food and beverages,84276
2017-09-01,Alberta,Processed food and beverages,72765
2017-10-01,Alberta,Processed food and beverages,82110
2017-11-01,Alberta,Processed food and beverages,85344
2017-12-01,Alberta,Processed food and beverages,78864
2018-01-01,Alberta,Processed food and beverages,70695
2018-02-01,Alberta,Processed food and beverages,64005
2018-03-01,Alberta,Processed food and beverages,88277
2018-04-01,Alberta,Processed food and beverages,73160
2018-05-01,Alberta,Processed food and beverages,82393
2018-06-01,Alberta,Processed food and beverages,81278
2018-07-01,Alberta,Processed food and beverages,82267
2018-08-01,Alberta,Processed food and beverages,86362
2018-09-01,Alberta,Processed food and beverages,81957
2018-10-01,Alberta,Processed food and beverages,85160
2018-11-01,Alberta,Processed food and beverages,75848
2018-12-01,Alberta,Processed food and beverages,79180
2019-01-01,Alberta,Processed food and beverages,82233
2019-02-01,Alberta,Processed food and beverages,61969
2019-03-01,Alberta,Processed food and beverages,82371
2019-04-01,Alberta,Processed food and beverages,87570
2019-05-01,Alberta,Processed food and beverages,87327
2019-06-01,Alberta,Processed food and beverages,90973
2019-07-01,Alberta,Processed food and beverages,95659
2019-08-01,Alberta,Processed food and beverages,101119
2019-09-01,Alberta,Processed food and beverages,87519
2019-10-01,Alberta,Processed food and beverages,89226
2019-11-01,Alberta,Processed food and beverages,86574
2019-12-01,Alberta,Processed food and beverages,82920
2020-01-01,Alberta,Processed food and beverages,78149
2020-02-01,Alberta,Processed food and beverages,71582
2020-03-01,Alberta,Processed food and beverages,89609
2020-04-01,Alberta,Processed food and beverages,77339
2020-05-01,Alberta,Processed food and beverages,75346
2020-06-01,Alberta,Processed food and beverages,83724
2020-07-01,Alberta,Processed food and beverages,88170
2020-08-01,Alberta,Processed food and beverages,94863
2020-09-01,Alberta,Processed food and beverages,91519
2020-10-01,Alberta,Processed food and beverages,88592
2020-11-01,Alberta,Processed food and beverages,86846
2020-12-01,Alberta,Processed food and beverages,74166
2021-01-01,Alberta,Processed food and beverages,62704
2021-02-01,Alberta,Processed food and beverages,73578
2021-03-01,Alberta,Processed food and beverages,86509
2021-04-01,Alberta,Processed food and beverages,94167
2021-05-01,Alberta,Processed food and beverages,83122
2021-06-01,Alberta,Processed food and beverages,98041
2021-07-01,Alberta,Processed food and beverages,106420
2021-08-01,Alberta,Processed food and beverages,107294
2021-09-01,Alberta,Processed food and beverages,105421
2021-10-01,Alberta,Processed food and beverages,119457
2021-11-01,Alberta,Processed food and beverages,123689
2021-12-01,Alberta,Processed food and beverages,130193
